timestamp,src_ip,dst_ip,src_port,dst_port,protocol,length,flags
2025-06-16T11:20:16.755953,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:16.849326,20.190.146.38,192.168.1.162,443,44269,TCP,225,PA
2025-06-16T11:20:16.917942,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:17.006388,192.168.1.162,20.190.146.38,44269,443,TCP,66,A
2025-06-16T11:20:17.116148,192.168.1.162,20.190.146.38,44269,443,TCP,54,A
2025-06-16T11:20:17.203964,192.168.1.1,192.168.1.162,53,51123,UDP,327,
2025-06-16T11:20:17.297433,192.168.1.1,192.168.1.162,53,60881,UDP,423,
2025-06-16T11:20:17.376921,192.168.1.162,20.190.146.38,44269,443,TCP,212,PA
2025-06-16T11:20:17.472090,20.190.146.38,192.168.1.162,443,44269,TCP,105,PA
2025-06-16T11:20:17.567239,192.168.1.162,20.190.146.38,44269,443,TCP,346,PA
2025-06-16T11:20:17.635620,192.168.1.162,20.190.146.38,44269,443,TCP,6801,PA
2025-06-16T11:20:17.723934,20.190.146.38,192.168.1.162,443,44269,TCP,54,A
2025-06-16T11:20:18.867605,20.190.146.38,192.168.1.162,443,44269,TCP,54,A
2025-06-16T11:20:19.052876,20.190.146.38,192.168.1.162,443,44269,TCP,54,A
2025-06-16T11:20:19.165182,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:19.242254,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:19.350312,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:19.423804,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:19.529420,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:19.618057,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:19.697752,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:19.793970,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:19.874487,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:19.972760,192.168.1.162,20.190.146.38,44269,443,TCP,54,A
2025-06-16T11:20:20.061752,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:20.180243,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:20.247201,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:20.310068,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:20.378354,192.168.1.162,20.190.146.38,44269,443,TCP,54,A
2025-06-16T11:20:20.450001,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:20.533491,20.190.146.38,192.168.1.162,443,44269,TCP,723,PA
2025-06-16T11:20:20.619296,192.168.1.162,20.190.146.38,44269,443,TCP,54,A
2025-06-16T11:20:21.568359,13.225.5.30,192.168.1.162,443,44252,TCP,116,PA
2025-06-16T11:20:21.665823,192.168.1.162,13.225.5.30,44252,443,TCP,54,A
2025-06-16T11:20:21.767222,192.168.1.172,239.255.255.250,39367,1900,UDP,143,
2025-06-16T11:20:21.847910,192.168.1.162,255.255.255.255,53165,3289,UDP,56,
2025-06-16T11:20:21.933170,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:22.058543,192.168.1.162,20.190.146.38,44269,443,TCP,346,PA
2025-06-16T11:20:22.123164,192.168.1.162,20.190.146.38,44269,443,TCP,6771,PA
2025-06-16T11:20:22.187797,20.190.146.38,192.168.1.162,443,44269,TCP,54,A
2025-06-16T11:20:22.262128,20.190.146.38,192.168.1.162,443,44269,TCP,54,A
2025-06-16T11:20:22.328694,20.190.146.38,192.168.1.162,443,44269,TCP,66,A
2025-06-16T11:20:22.396520,20.190.146.38,192.168.1.162,443,44269,TCP,54,A
2025-06-16T11:20:22.470492,192.168.1.162,54.191.172.47,44237,443,TCP,132,PA
2025-06-16T11:20:22.537035,192.168.1.162,54.191.172.47,44237,443,TCP,100,PA
2025-06-16T11:20:22.612906,192.168.1.162,54.191.172.47,44237,443,TCP,492,PA
2025-06-16T11:20:22.711468,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:22.782945,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:22.853947,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:22.938010,192.168.1.162,20.190.146.38,44269,443,TCP,54,A
2025-06-16T11:20:23.008046,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:23.095264,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:23.164609,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:23.233290,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:23.295302,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:23.379340,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:23.455724,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:23.960064,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:24.713001,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:24.803263,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:24.874118,20.190.146.38,192.168.1.162,443,44269,TCP,1316,A
2025-06-16T11:20:24.945288,20.190.146.38,192.168.1.162,443,44269,TCP,335,PA
2025-06-16T11:20:25.004634,192.168.1.162,20.190.146.38,44269,443,TCP,54,A
2025-06-16T11:20:25.084488,54.191.172.47,192.168.1.162,443,44237,TCP,54,A
2025-06-16T11:20:25.169080,54.191.172.47,192.168.1.162,443,44237,TCP,54,A
2025-06-16T11:20:25.244028,54.191.172.47,192.168.1.162,443,44237,TCP,54,A
2025-06-16T11:20:25.324779,54.191.172.47,192.168.1.162,443,44237,TCP,100,PA
2025-06-16T11:20:25.409709,54.191.172.47,192.168.1.162,443,44237,TCP,545,PA
2025-06-16T11:20:25.474900,192.168.1.162,54.191.172.47,44237,443,TCP,54,A
2025-06-16T11:20:25.550680,54.191.172.47,192.168.1.162,443,44237,TCP,92,PA
2025-06-16T11:20:25.625776,192.168.1.162,54.191.172.47,44237,443,TCP,96,PA
2025-06-16T11:20:25.728654,54.191.172.47,192.168.1.162,443,44237,TCP,54,A
2025-06-16T11:20:25.810804,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:25.914434,192.168.1.162,54.191.172.47,44237,443,TCP,132,PA
2025-06-16T11:20:25.984401,192.168.1.162,54.191.172.47,44237,443,TCP,492,PA
2025-06-16T11:20:26.076240,54.191.172.47,192.168.1.162,443,44237,TCP,54,A
2025-06-16T11:20:26.144692,54.191.172.47,192.168.1.162,443,44237,TCP,54,A
2025-06-16T11:20:26.232449,54.191.172.47,192.168.1.162,443,44237,TCP,545,PA
2025-06-16T11:20:26.318475,54.191.172.47,192.168.1.162,443,44237,TCP,92,PA
2025-06-16T11:20:26.389867,192.168.1.162,54.191.172.47,44237,443,TCP,54,A
2025-06-16T11:20:26.671202,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:27.466364,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:27.530136,192.168.1.234,192.168.1.255,57621,57621,UDP,82,
2025-06-16T11:20:27.703179,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:27.837632,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:27.907212,192.168.1.162,192.168.1.1,63671,53,UDP,80,
2025-06-16T11:20:27.991127,192.168.1.162,192.168.1.1,61557,53,UDP,80,
2025-06-16T11:20:28.066365,192.168.1.1,192.168.1.162,53,61557,UDP,216,
2025-06-16T11:20:28.136555,192.168.1.1,192.168.1.162,53,63671,UDP,192,
2025-06-16T11:20:28.248234,192.168.1.162,192.168.1.1,44281,53,TCP,66,S
2025-06-16T11:20:28.315550,192.168.1.162,192.168.1.1,44282,53,TCP,66,S
2025-06-16T11:20:28.390892,192.168.1.162,192.168.1.1,44283,53,TCP,66,S
2025-06-16T11:20:28.455599,192.168.1.162,52.25.204.95,44260,443,TCP,124,PA
2025-06-16T11:20:28.516780,192.168.1.162,52.25.204.95,44260,443,TCP,100,PA
2025-06-16T11:20:28.594084,192.168.1.162,52.25.204.95,44260,443,TCP,3404,PA
2025-06-16T11:20:28.671369,192.168.1.1,192.168.1.162,53,44282,TCP,66,SA
2025-06-16T11:20:28.740538,192.168.1.1,192.168.1.162,53,44281,TCP,66,SA
2025-06-16T11:20:28.823652,192.168.1.1,192.168.1.162,53,44283,TCP,66,SA
2025-06-16T11:20:28.890514,192.168.1.162,192.168.1.1,44282,53,TCP,54,A
2025-06-16T11:20:28.962435,192.168.1.162,192.168.1.1,44281,53,TCP,54,A
2025-06-16T11:20:29.046941,192.168.1.162,192.168.1.1,44283,53,TCP,54,A
2025-06-16T11:20:29.123218,192.168.1.162,192.168.1.1,44281,53,TCP,56,PA
2025-06-16T11:20:29.219409,192.168.1.162,192.168.1.1,44281,53,TCP,95,PA
2025-06-16T11:20:30.451619,192.168.1.162,192.168.1.1,44282,53,TCP,56,PA
2025-06-16T11:20:30.538303,192.168.1.162,192.168.1.1,44282,53,TCP,95,PA
2025-06-16T11:20:30.616680,192.168.1.162,192.168.1.1,44283,53,TCP,56,PA
2025-06-16T11:20:30.706216,192.168.1.162,192.168.1.1,44283,53,TCP,95,PA
2025-06-16T11:20:30.801043,192.168.1.1,192.168.1.162,53,44281,TCP,54,A
2025-06-16T11:20:30.872587,192.168.1.1,192.168.1.162,53,44282,TCP,54,A
2025-06-16T11:20:30.957201,192.168.1.1,192.168.1.162,53,44283,TCP,54,A
2025-06-16T11:20:31.031567,192.168.1.1,192.168.1.162,53,44281,TCP,54,A
2025-06-16T11:20:31.118391,192.168.1.1,192.168.1.162,53,44282,TCP,54,A
2025-06-16T11:20:31.193765,192.168.1.1,192.168.1.162,53,44283,TCP,54,A
2025-06-16T11:20:31.274821,192.168.1.1,192.168.1.162,53,44282,TCP,193,PA
2025-06-16T11:20:31.366473,192.168.1.162,192.168.1.1,44282,53,TCP,54,FA
2025-06-16T11:20:31.441178,192.168.1.1,192.168.1.162,53,44282,TCP,54,FA
2025-06-16T11:20:31.514548,192.168.1.162,192.168.1.1,44282,53,TCP,54,A
2025-06-16T11:20:31.609925,192.168.1.1,192.168.1.162,53,44281,TCP,181,PA
2025-06-16T11:20:31.698156,192.168.1.162,192.168.1.1,44281,53,TCP,54,FA
2025-06-16T11:20:31.765370,192.168.1.1,192.168.1.162,53,44281,TCP,54,FA
2025-06-16T11:20:31.852366,192.168.1.162,192.168.1.1,44281,53,TCP,54,A
2025-06-16T11:20:31.920168,192.168.1.1,192.168.1.162,53,44283,TCP,181,PA
2025-06-16T11:20:31.989501,192.168.1.162,192.168.1.1,44283,53,TCP,54,FA
2025-06-16T11:20:32.447945,192.168.1.1,192.168.1.162,53,44283,TCP,54,FA
2025-06-16T11:20:32.983681,192.168.1.162,192.168.1.1,44283,53,TCP,54,A
2025-06-16T11:20:33.075568,52.25.204.95,192.168.1.162,443,44261,TCP,85,PA
2025-06-16T11:20:33.143223,52.25.204.95,192.168.1.162,443,44261,TCP,100,PA
2025-06-16T11:20:33.230310,52.25.204.95,192.168.1.162,443,44261,TCP,54,FA
2025-06-16T11:20:33.309239,192.168.1.162,52.25.204.95,44261,443,TCP,66,A
2025-06-16T11:20:33.380959,192.168.1.162,52.25.204.95,44261,443,TCP,54,A
2025-06-16T11:20:33.476807,192.168.1.162,52.25.204.95,44261,443,TCP,54,A
2025-06-16T11:20:33.548563,52.25.204.95,192.168.1.162,443,44260,TCP,100,PA
2025-06-16T11:20:33.622510,52.25.204.95,192.168.1.162,443,44260,TCP,85,PA
2025-06-16T11:20:33.698677,52.25.204.95,192.168.1.162,443,44260,TCP,54,FA
2025-06-16T11:20:33.772981,192.168.1.162,52.25.204.95,44260,443,TCP,54,A
2025-06-16T11:20:33.864210,192.168.1.162,52.25.204.95,44261,443,TCP,54,FA
2025-06-16T11:20:33.935003,192.168.1.162,52.25.204.95,44261,443,TCP,54,RA
2025-06-16T11:20:34.019622,192.168.1.162,18.161.111.63,44227,443,TCP,54,FA
2025-06-16T11:20:34.093772,192.168.1.162,54.191.172.47,44238,443,TCP,54,FA
2025-06-16T11:20:34.190908,192.168.1.162,54.191.172.47,44238,443,TCP,54,RA
2025-06-16T11:20:34.261877,192.168.1.162,44.240.134.147,44284,443,TCP,66,S
2025-06-16T11:20:34.350242,192.168.1.162,52.25.204.95,44260,443,TCP,54,FA
2025-06-16T11:20:34.441418,52.25.204.95,192.168.1.162,443,44260,TCP,54,R
2025-06-16T11:20:34.903971,52.25.204.95,192.168.1.162,443,44260,TCP,54,R
2025-06-16T11:20:35.783822,52.25.204.95,192.168.1.162,443,44260,TCP,54,R
2025-06-16T11:20:35.862584,52.25.204.95,192.168.1.162,443,44260,TCP,54,R
2025-06-16T11:20:35.961576,52.25.204.95,192.168.1.162,443,44260,TCP,54,R
2025-06-16T11:20:36.039977,18.161.111.63,192.168.1.162,443,44227,TCP,54,FA
2025-06-16T11:20:36.137839,192.168.1.162,18.161.111.63,44227,443,TCP,54,A
2025-06-16T11:20:36.235038,192.168.1.162,52.25.204.95,44260,443,TCP,1336,FPA
2025-06-16T11:20:36.315168,52.25.204.95,192.168.1.162,443,44260,TCP,54,R
2025-06-16T11:20:36.410838,52.25.204.95,192.168.1.162,443,44260,TCP,54,R
2025-06-16T11:20:36.478587,44.240.134.147,192.168.1.162,443,44284,TCP,66,SA
2025-06-16T11:20:36.544872,192.168.1.162,44.240.134.147,44284,443,TCP,54,A
2025-06-16T11:20:36.649694,192.168.1.162,44.240.134.147,44284,443,TCP,1925,PA
2025-06-16T11:20:36.725651,52.25.204.95,192.168.1.162,443,44261,TCP,54,A
2025-06-16T11:20:36.806466,54.191.172.47,192.168.1.162,443,44238,TCP,54,A
2025-06-16T11:20:36.946405,52.25.204.95,192.168.1.162,443,44260,TCP,54,R
2025-06-16T11:20:37.025628,44.240.134.147,192.168.1.162,443,44284,TCP,66,A
2025-06-16T11:20:37.103958,44.240.134.147,192.168.1.162,443,44284,TCP,54,A
2025-06-16T11:20:37.218865,44.240.134.147,192.168.1.162,443,44284,TCP,1316,A
2025-06-16T11:20:38.190258,44.240.134.147,192.168.1.162,443,44284,TCP,1316,A
2025-06-16T11:20:38.259310,192.168.1.162,44.240.134.147,44284,443,TCP,54,A
2025-06-16T11:20:38.343868,44.240.134.147,192.168.1.162,443,44284,TCP,1316,A
2025-06-16T11:20:38.416447,44.240.134.147,192.168.1.162,443,44284,TCP,544,PA
2025-06-16T11:20:38.496057,192.168.1.162,44.240.134.147,44284,443,TCP,54,A
2025-06-16T11:20:38.579126,192.168.1.162,44.240.134.147,44284,443,TCP,180,PA
2025-06-16T11:20:38.642758,192.168.1.162,44.240.134.147,44284,443,TCP,153,PA
2025-06-16T11:20:38.733537,192.168.1.162,44.240.134.147,44284,443,TCP,410,PA
2025-06-16T11:20:38.801277,192.168.1.162,44.240.134.147,44284,443,TCP,3404,PA
2025-06-16T11:20:38.890484,44.240.134.147,192.168.1.162,443,44284,TCP,54,A
2025-06-16T11:20:38.956176,44.240.134.147,192.168.1.162,443,44284,TCP,54,A
2025-06-16T11:20:39.021900,44.240.134.147,192.168.1.162,443,44284,TCP,258,PA
2025-06-16T11:20:39.094156,44.240.134.147,192.168.1.162,443,44284,TCP,132,PA
2025-06-16T11:20:39.170109,192.168.1.162,44.240.134.147,44284,443,TCP,54,A
2025-06-16T11:20:39.239867,192.168.1.162,44.240.134.147,44284,443,TCP,92,PA
2025-06-16T11:20:39.302772,44.240.134.147,192.168.1.162,443,44284,TCP,118,PA
2025-06-16T11:20:39.378469,192.168.1.162,44.240.134.147,44284,443,TCP,54,A
2025-06-16T11:20:39.498748,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:39.738655,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:39.891204,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:40.074605,192.168.1.162,20.24.249.45,44265,443,TCP,54,RA
2025-06-16T11:20:40.154816,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:40.297803,192.168.1.172,239.255.255.250,39367,1900,UDP,143,
2025-06-16T11:20:40.374062,192.168.1.162,54.191.172.47,44237,443,TCP,55,A
2025-06-16T11:20:40.445357,54.191.172.47,192.168.1.162,443,44237,TCP,66,A
2025-06-16T11:20:40.717221,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:41.905610,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:42.086019,192.168.1.162,18.161.111.63,44226,443,TCP,55,A
2025-06-16T11:20:42.161972,18.161.111.63,192.168.1.162,443,44226,TCP,66,A
2025-06-16T11:20:42.343393,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:44.253006,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:46.093952,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:47.670483,54.191.172.47,192.168.1.162,443,44237,TCP,100,PA
2025-06-16T11:20:48.066325,54.191.172.47,192.168.1.162,443,44237,TCP,85,PA
2025-06-16T11:20:48.125751,54.191.172.47,192.168.1.162,443,44237,TCP,54,FA
2025-06-16T11:20:48.179226,192.168.1.162,54.191.172.47,44237,443,TCP,54,A
2025-06-16T11:20:48.241207,192.168.1.162,54.191.172.47,44237,443,TCP,54,FA
2025-06-16T11:20:48.342580,54.191.172.47,192.168.1.162,443,44237,TCP,54,A
2025-06-16T11:20:48.401002,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:50.390698,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:51.956843,192.168.1.162,192.168.1.1,44288,53,TCP,66,S
2025-06-16T11:20:52.340381,192.168.1.162,192.168.1.1,44289,53,TCP,66,S
2025-06-16T11:20:52.401068,192.168.1.162,192.168.1.1,44290,53,TCP,66,S
2025-06-16T11:20:52.453079,192.168.1.1,192.168.1.162,53,44290,TCP,66,SA
2025-06-16T11:20:52.500706,192.168.1.1,192.168.1.162,53,44289,TCP,66,SA
2025-06-16T11:20:52.578322,192.168.1.1,192.168.1.162,53,44288,TCP,66,SA
2025-06-16T11:20:52.638531,192.168.1.162,192.168.1.1,44290,53,TCP,54,A
2025-06-16T11:20:52.700430,192.168.1.162,192.168.1.1,44289,53,TCP,54,A
2025-06-16T11:20:52.756447,192.168.1.162,192.168.1.1,44288,53,TCP,54,A
2025-06-16T11:20:52.824065,192.168.1.162,192.168.1.1,44288,53,TCP,56,PA
2025-06-16T11:20:52.873399,192.168.1.162,192.168.1.1,44288,53,TCP,87,PA
2025-06-16T11:20:52.925028,192.168.1.162,192.168.1.1,44289,53,TCP,56,PA
2025-06-16T11:20:52.967452,192.168.1.162,192.168.1.1,44289,53,TCP,87,PA
2025-06-16T11:20:53.025303,192.168.1.162,192.168.1.1,44290,53,TCP,56,PA
2025-06-16T11:20:53.077816,192.168.1.162,192.168.1.1,44290,53,TCP,87,PA
2025-06-16T11:20:53.128366,192.168.1.1,192.168.1.162,53,44290,TCP,54,A
2025-06-16T11:20:53.178989,192.168.1.1,192.168.1.162,53,44288,TCP,54,A
2025-06-16T11:20:53.230390,192.168.1.1,192.168.1.162,53,44288,TCP,117,PA
2025-06-16T11:20:53.291799,192.168.1.162,192.168.1.1,44288,53,TCP,54,FA
2025-06-16T11:20:53.341724,192.168.1.1,192.168.1.162,53,44289,TCP,66,A
2025-06-16T11:20:53.391494,192.168.1.1,192.168.1.162,53,44290,TCP,54,A
2025-06-16T11:20:53.454090,192.168.1.1,192.168.1.162,53,44288,TCP,54,A
2025-06-16T11:20:53.500309,192.168.1.162,192.168.1.1,44288,53,TCP,54,A
2025-06-16T11:20:53.554504,192.168.1.1,192.168.1.162,53,44289,TCP,54,A
2025-06-16T11:20:53.611842,192.168.1.1,192.168.1.162,53,44288,TCP,54,FA
2025-06-16T11:20:53.669155,192.168.1.162,192.168.1.1,44288,53,TCP,54,A
2025-06-16T11:20:53.745751,192.168.1.1,192.168.1.162,53,44289,TCP,105,PA
2025-06-16T11:20:53.805783,192.168.1.162,192.168.1.1,44289,53,TCP,54,FA
2025-06-16T11:20:53.857680,192.168.1.1,192.168.1.162,53,44289,TCP,54,FA
2025-06-16T11:20:53.921609,192.168.1.162,192.168.1.1,44289,53,TCP,54,A
2025-06-16T11:20:53.980163,192.168.1.162,192.168.1.1,44290,53,TCP,54,FA
2025-06-16T11:20:54.035746,192.168.1.1,192.168.1.162,53,44290,TCP,54,A
2025-06-16T11:20:54.091176,192.168.1.1,192.168.1.162,53,44290,TCP,146,PA
2025-06-16T11:20:54.146106,192.168.1.1,192.168.1.162,53,44290,TCP,54,FA
2025-06-16T11:20:54.207847,192.168.1.162,192.168.1.1,44290,53,TCP,54,RA
2025-06-16T11:20:54.278246,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:54.413866,192.168.1.162,255.255.255.255,65495,3289,UDP,56,
2025-06-16T11:20:54.569446,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:56.329412,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:20:57.154430,192.168.1.60,239.255.255.250,49624,1900,UDP,325,
2025-06-16T11:20:57.528376,192.168.1.60,239.255.255.250,45648,1900,UDP,334,
2025-06-16T11:20:57.582872,192.168.1.60,239.255.255.250,47816,1900,UDP,381,
2025-06-16T11:20:57.652655,192.168.1.60,239.255.255.250,57411,1900,UDP,389,
2025-06-16T11:20:57.714913,192.168.1.60,239.255.255.250,47386,1900,UDP,391,
2025-06-16T11:20:57.786864,192.168.1.60,239.255.255.250,45773,1900,UDP,379,
2025-06-16T11:20:57.861036,192.168.1.60,239.255.255.250,37030,1900,UDP,325,
2025-06-16T11:20:57.908776,192.168.1.60,239.255.255.250,42264,1900,UDP,334,
2025-06-16T11:20:57.997302,192.168.1.60,239.255.255.250,44167,1900,UDP,381,
2025-06-16T11:20:58.060681,192.168.1.60,239.255.255.250,52393,1900,UDP,389,
2025-06-16T11:20:58.113083,192.168.1.60,239.255.255.250,59351,1900,UDP,391,
2025-06-16T11:20:58.226138,192.168.1.60,239.255.255.250,42747,1900,UDP,379,
2025-06-16T11:20:58.287219,192.168.1.60,239.255.255.250,55134,1900,UDP,325,
2025-06-16T11:20:58.350293,192.168.1.60,239.255.255.250,57244,1900,UDP,334,
2025-06-16T11:20:58.413215,192.168.1.60,239.255.255.250,48415,1900,UDP,381,
2025-06-16T11:20:58.474343,192.168.1.60,239.255.255.250,36322,1900,UDP,389,
2025-06-16T11:20:58.552293,192.168.1.60,239.255.255.250,33850,1900,UDP,391,
2025-06-16T11:20:58.606663,192.168.1.60,239.255.255.250,39105,1900,UDP,379,
2025-06-16T11:20:58.667966,192.168.1.60,239.255.255.250,52488,1900,UDP,325,
2025-06-16T11:20:58.716326,192.168.1.60,239.255.255.250,37204,1900,UDP,334,
2025-06-16T11:20:58.772904,192.168.1.60,239.255.255.250,55811,1900,UDP,381,
2025-06-16T11:20:58.841962,192.168.1.60,239.255.255.250,53236,1900,UDP,389,
2025-06-16T11:20:58.903184,192.168.1.60,239.255.255.250,56558,1900,UDP,391,
2025-06-16T11:20:58.955370,192.168.1.60,239.255.255.250,56511,1900,UDP,379,
2025-06-16T11:20:59.008517,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:21:00.432036,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:21:01.294156,192.168.1.162,44.240.134.147,44284,443,TCP,120,PA
2025-06-16T11:21:01.345972,192.168.1.162,44.240.134.147,44284,443,TCP,100,PA
2025-06-16T11:21:01.401818,192.168.1.162,44.240.134.147,44284,443,TCP,3404,PA
2025-06-16T11:21:01.612953,44.240.134.147,192.168.1.162,443,44284,TCP,54,A
2025-06-16T11:21:01.984959,44.240.134.147,192.168.1.162,443,44284,TCP,66,A
2025-06-16T11:21:02.034013,44.240.134.147,192.168.1.162,443,44284,TCP,74,A
2025-06-16T11:21:02.097148,44.240.134.147,192.168.1.162,443,44284,TCP,54,A
2025-06-16T11:21:02.145127,44.240.134.147,192.168.1.162,443,44284,TCP,100,PA
2025-06-16T11:21:02.211447,44.240.134.147,192.168.1.162,443,44284,TCP,66,A
2025-06-16T11:21:02.262227,192.168.1.162,44.240.134.147,44284,443,TCP,54,A
2025-06-16T11:21:02.314644,44.240.134.147,192.168.1.162,443,44284,TCP,117,PA
2025-06-16T11:21:02.375639,192.168.1.162,44.240.134.147,44284,443,TCP,54,A
2025-06-16T11:21:02.450123,192.168.1.162,13.225.5.30,44252,443,TCP,55,A
2025-06-16T11:21:02.516103,13.225.5.30,192.168.1.162,443,44252,TCP,66,A
2025-06-16T11:21:02.684764,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:21:03.048616,192.168.1.162,255.255.255.255,65495,3289,UDP,56,
2025-06-16T11:21:04.527783,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:21:05.893496,192.168.1.162,192.168.1.1,61557,53,UDP,74,
2025-06-16T11:21:06.033356,192.168.1.162,192.168.1.1,63671,53,UDP,74,
2025-06-16T11:21:06.107487,192.168.1.1,192.168.1.162,53,61557,UDP,358,
2025-06-16T11:21:06.170481,192.168.1.1,192.168.1.162,53,63671,UDP,354,
2025-06-16T11:21:06.575779,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:21:07.598877,192.168.1.104,239.255.255.250,57587,1900,UDP,143,
2025-06-16T11:21:07.667868,192.168.1.162,44.240.134.147,44284,443,TCP,124,PA
2025-06-16T11:21:07.726351,192.168.1.162,44.240.134.147,44284,443,TCP,3400,PA
2025-06-16T11:21:07.956061,44.240.134.147,192.168.1.162,443,44284,TCP,54,A
2025-06-16T11:21:08.028573,44.240.134.147,192.168.1.162,443,44284,TCP,117,PA
2025-06-16T11:21:08.092351,192.168.1.162,44.240.134.147,44284,443,TCP,54,A
2025-06-16T11:21:08.167672,192.168.1.109,239.255.255.250,59974,1900,UDP,143,
2025-06-16T11:21:08.621692,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:21:09.352554,192.168.1.234,192.168.1.255,57621,57621,UDP,82,
2025-06-16T11:21:09.986935,192.168.1.162,44.240.134.147,44284,443,TCP,124,PA
2025-06-16T11:21:10.051498,192.168.1.162,44.240.134.147,44284,443,TCP,3420,PA
2025-06-16T11:21:10.297587,44.240.134.147,192.168.1.162,443,44284,TCP,54,A
2025-06-16T11:21:10.347094,44.240.134.147,192.168.1.162,443,44284,TCP,117,PA
2025-06-16T11:21:10.423908,192.168.1.162,13.225.5.30,44251,443,TCP,55,A
2025-06-16T11:21:10.485337,192.168.1.162,44.240.134.147,44284,443,TCP,54,A
2025-06-16T11:21:10.546650,13.225.5.30,192.168.1.162,443,44251,TCP,66,A
2025-06-16T11:21:10.671208,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:21:11.305300,192.168.1.162,192.168.1.1,44292,53,TCP,66,S
2025-06-16T11:21:11.360655,192.168.1.162,192.168.1.1,44293,53,TCP,66,S
